calltype,start_time,end_time,pause,SNR
I43.1,120.56,122.11,0.56,32
I41.1,122.67,123.71,12.19,28
I43.1,135.9,137,0.5,12
I43.1,137.5,138.5,10.08,12
I41.1,148.58,149.71,10.57,22
I41.1,160.28,162,-0.16,19
I41.1,161.84,162.86,1.34,34
I43.1,164.2,165.56,0,18
I41.1,165.56,167.42,-1.42,24
I43.1,166,166.81,-0.22,14
I41.1,166.59,167.42,0.34,18
I43.1,167.76,169,2.5,28
I41.1,171.5,172.26,11.24,19
I41.1,183.5,184.56,2.44,27
I43.1,187,188.15,0.54,32
I43.1,188.69,189.66,30.15,19
I41.1,219.81,220.76,9.42,11
I43.1,230.18,231.17,3.78,NA
I43.1,234.95,236.17,-0.62,11
I43.1,235.55,236.6,2.55,NA
I43.1,239.15,240.25,51.67,NA
I41.1,296.94,298.09,41.34,NA
I43.1,339.43,340.41,0.74,NA
I41.1,359,360.07,0.7,13
I41.1,362.21,363,1.58,NA
I43.1,364.58,365.7,22.8,10
I43.1,388.5,389.5,14.15,14
I43.1,403.65,404.5,1.5,30
I43.1,406,407.29,153.96,21
I41.1,561.25,562.27,16.91,21
I40.1,579.18,579.78,0.4,43
I41.1,580.18,581.78,1.02,36
I41.1,582.8,583.62,50.38,21
I41.1,634,634.81,0.69,24
I41.2,635.5,635.85,0.43,37
I41.1,636.28,637,1.5,29
I41.1,638.5,639.24,110.76,29
I41.1,750,751.17,1306.83,29
I41.1,2058,2058.9,8,18
I41.1,2066.9,2068,2.88,29
I41.1,2070.88,2072,0.12,15
I41.1,2072.12,2073.21,98.04,14
I41.1,23.25,24.31,0.5,34
I41.1,24.81,25.56,-0.33,24
I41.1,25.23,25.92,20.45,40
I41.1,46.37,47.66,0.34,21
I41.1,48,48.8,392.51,23
I41.1,441.31,442.41,31.93,NA
I41.1,474.34,475.58,46.55,16
I41.1,522.13,523.18,0.49,12
I41.1,523.67,524.5,11.37,12
I41.1,535.87,536.91,5.49,13
I41.1,542.4,543.5,9.32,13
I41.1,552.82,554.29,-0.24,13
I41.1,554.05,555.05,4.17,NA
I41.1,559.22,560.08,-0.08,NA
I41.1,560,561,0.39,26
I41.1,561.39,562.24,4.5,19
I41.1,588.71,589.69,4.93,19
I41.1,594.62,595.6,63.7,25
I71,659.3,661.5,2.32,46
I41.1,663.82,664.8,-0.13,25
I41.1,664.67,665.86,1.14,43
I41.2,667,667.27,0.36,38
I41.1,667.63,668.36,11.73,34
I41.1,680.09,681.08,3.58,25
I71,684.66,686.75,7.13,32
I71,693.88,695.55,0,45
I41.1,695.55,697,0,16
I71,697,698.39,0,30
I71,698.39,699.67,9.65,48
I41.1,709.32,710.13,0.44,35
I71,710.57,711.84,3.09,42
I71,714.93,716.66,5.34,33
I41.1,722,723.16,0.11,21
I71,723.27,724.68,3.92,47
I41.1,728.6,729.79,3.86,31
I71,733.65,735.25,5.19,49
I71,740.44,741.8,4.7,37
I41.1,746.5,747,0.43,38
I41.2,747.43,747.77,5.88,41
I71,753.65,754.81,14.85,31
I71,769.66,770.87,13.92,37
I43.1,784.79,785.37,0.42,32
I40.1,785.79,786.67,0.33,47
I41.1,787,787.88,0.47,50
I41.1,788.35,789.15,0.35,43
I71,789.5,790.5,1,41
I41.1,791.5,792.32,12.23,25
I71,804.55,805.75,5.75,22
I41.2,811.5,811.89,0.69,11
I71,830.81,832,197.66,14
I40.1,1029.66,1030.43,0.48,38
I41.1,1030.91,1031.89,6.89,36
I41.1,1038.78,1039.6,0.51,28
I41.1,1040.11,1040.92,0.36,29
I41.2,1041.28,1041.57,0.34,31
I41.1,1041.91,1042.79,22.64,36
I41.1,1065.43,1066.25,6.83,18
I41.1,1073.08,1074,0.2,28
I41.1,1074.2,1075.15,5.19,36
I41.1,1080.34,1081,1.65,26
I41.1,1082.65,1083.9,1.7,20
I41.1,1085.6,1086.4,6.29,21
I41.1,1092.69,1093.35,59.39,31
I41.1,1152.74,1153.42,11.66,16
I40.1,1165.08,1165.8,0.81,20
I41.1,1166.61,1167.41,83.26,23
I40.1,1250.67,1251.2,9.67,NA
I40.1,1260.87,1261.5,0.92,27
I41.1,1262.42,1263.28,0.72,21
I41.1,1264,1264.78,19.66,12
I41.1,1284.44,1285.36,33.76,14
I41.1,1319.12,1320.15,2.35,18
I41.1,1322.5,1323.57,11.13,NA
I41.1,1334.7,1335.63,426.23,13
I41.1,1761.86,1762.79,26.02,14
I41.1,1847.68,1848.61,39.39,11
I41.1,1888,1889.28,14.08,11
I41.1,1903.36,1904.18,15.7,21
I71,1919.88,1920.82,13.12,13
I41.2,1933.94,1934.23,6.77,15
I41.1,1941,1942,14.22,19
I41.1,1956.22,1957.07,0.82,21
I41.1,1957.89,1958.87,0,17
I41.1,1958.87,1959.43,0.64,20
I41.2,1960.07,1960.35,24.75,23
I41.1,1985.1,1986.37,0.2,15
I41.1,1986.57,1987.39,44.92,10
I41.1,42.31,43.17,1.06,12
I41.1,44.23,45.08,128.3,NA
I41.1,173.38,174.55,0.95,34
I41.1,175.5,176.4,0.96,43
I41.1,177.36,178.11,1.08,20
I41.1,179.19,180.06,15.02,30
I41.1,195.08,196.17,29.74,24
I41.1,225.91,226.85,0.44,15
I41.1,227.29,227.93,9.68,NA
I41.1,237.61,239.89,0.01,26
I41.1,239.9,240.78,0.57,17
I41.1,241.35,243.5,17.44,17
I41.1,260.94,261.81,9.94,22
I41.1,271.75,272.84,0.37,40
I41.1,273.21,274,1.91,38
I41.1,275.91,276.73,22.42,26
I41.1,299.15,300.94,33.35,32
I41.1,334.29,335.15,15.12,44
I41.1,350.27,350.9,28.93,22
I41.1,379.83,381.19,1.18,46
I41.1,382.37,383.22,0.5,48
I41.1,383.72,384.59,2.41,47
I41.1,387,387.82,0.41,43
I41.1,388.23,388.93,27.63,41
I41.1,416.56,417.43,10.07,33
I41.1,427.5,428.5,12.66,29
I71,441.16,442.64,4.45,49
I41.1,447.09,448,-0.35,33
I71,447.65,449.11,14.89,23
I41.1,464,465.27,4.07,61
I41.1,469.34,470,17.09,46
I41.1,487.09,488.17,1.1,33
I41.1,489.27,490,44.5,26
I41.1,534.5,535.67,11.27,27
I71,546.94,548.42,0.95,20
I41.1,549.37,550.42,4.08,24
I41.1,554.5,555.13,12.71,20
I71,567.84,569.4,23.24,27
I41.1,592.64,593.35,8.56,15
I41.1,601.91,602.85,9.54,23
I41.1,612.39,613.5,15.33,36
I41.1,628.83,629.7,99.92,15
I41.1,729.62,730.65,0.29,19
I41.1,730.94,731.7,89.48,11
I41.1,821.18,822.41,4.32,29
I41.1,826.73,827.68,28.94,29
I41.1,856.62,857.84,23.94,21
I71,881.78,883.83,10.76,28
I41.1,894.59,895.5,3.43,NA
I41.1,898.93,900.05,111.23,NA
I41.1,1011.28,1012.4,142.1,26
I41.1,1154.5,1155.4,51.23,12
I41.1,1206.63,1209.11,474.12,13
I41.1,1683.23,1684.15,14.16,13
I41.1,1698.31,1699.32,14.68,22
I41.1,1714,1715.31,1.35,12
I41.1,1716.66,1717.5,111.57,NA
I41.1,1829.07,1830.13,3.61,40
I41.1,1833.74,1834.73,9.84,33
I41.1,1844.57,1845.63,0.37,27
I41.2,1846,1846.35,10.53,20
I41.1,1856.88,1857.7,54.02,43
I71,1911.72,1913,43.31,21
I71,1956.31,1957.81,15.69,17
I71,1973.5,1975.08,13.84,41
I71,1988.92,1990.39,12.25,31
I71,0.64,2.17,5.98,23
I41.1,8.15,8.84,0.66,NA
I41.2,9.5,9.84,0.75,NA
I41.1,10.59,11.2,7.75,23
I71,18.95,20.32,14.47,25
I71,34.79,36.16,19.96,62
I75,56.12,56.95,4.48,NA
I75,61.43,62.33,2.17,35
I71,64.5,65.58,3.79,12
I75,69.37,70.32,-0.46,NA
I71,69.86,71.19,15.54,11
I45,86.73,88,10.62,19
I45,98.62,99.77,8.02,16
I45,107.79,108.86,5.34,21
I45,114.2,116.14,17.81,31
I75,133.95,134.75,5.13,31
I41.1,139.88,140.9,0.66,35
I42.1,141.56,143.56,7.32,35
I71,150.88,152.2,5.73,18
I45,157.93,159.1,15.04,24
I42.2,174.14,179.33,1.22,40
I42.1,180.55,181.76,22.24,35
I42.2,204,207.45,32.46,50
I42.2,239.91,243.45,8.18,32
I75,251.63,252.64,1.65,28
I46,254.29,254.75,1.25,40
I75,256,257.09,2.12,27
I75,259.21,260.4,0.25,31
I46,260.65,261.18,0.27,18
I42.2,261.45,264,18.55,46
I44,282.55,283.76,3.74,19
I45,287.5,289.5,1.79,NA
I44,291.29,292.28,1.09,22
I45,293.37,295.28,-0.16,41
I45,295.12,296.14,0.25,NA
I43.2,296.39,297.58,9.09,NA
I45,306.67,308.37,1.13,21
I43.2,309.5,310.74,0.34,26
I45,311.08,313,2,33
I43.3,315,316.2,0.71,12
I45,316.91,318.83,1.17,11
I43.2,320,321.24,0.9,14
I45,322.14,323.85,3.5,18
I44,327.35,328.35,0.78,14
I45,329.13,330.61,2.1,NA
I43.3,332.71,334.1,6.95,NA
I44,341.05,342.06,0.76,17
I45,342.82,344.67,1.97,22
I43.2,346.64,347.81,0.35,22
I45,348.16,349.63,11.58,32
I44,361.21,362.17,16.28,16
I43.3,378.45,379.72,-0.33,25
I44,379.39,380.5,0.41,26
I45,380.91,382.64,1.58,25
I43.2,384.22,385.37,0.63,10
I45,386,387.34,2.95,19
I43.2,390.29,391.25,0.41,19
I44,391.66,392.6,0.9,24
I45,393.5,394.59,2.98,26
I43.2,397.57,398.72,0.41,45
I45,399.13,401.57,-1.34,48
I43.2,400.23,401.5,-0.5,14
I44,401,402,0.55,50
I45,402.55,403.88,-0.79,53
I43.2,403.09,404.24,0.46,NA
I43.3,404.7,405.83,0,NA
I43.3,405.83,407.62,2.38,NA
I43.3,410,411.21,0.58,35
I46,411.79,412.24,0.61,16
I45,412.85,414.13,0.63,17
I44,414.76,415.85,0,23
I45,415.85,416.95,7.63,19
I44,424.58,425.91,2.71,36
I45,428.62,430.25,0.67,30
I46,430.92,431.3,0.6,31
I45,431.9,433.07,0.09,16
I73,433.16,434.33,3.88,40
I43.2,438.21,439.43,16.45,23
I43.2,455.88,457.06,4.59,22
I44,461.65,462.67,0.64,13
I43.1,463.31,465.06,-0.06,21
I43.2,465,466.09,-0.04,19
I45,466.05,468.21,-1.41,NA
I45,466.8,468.21,0.66,22
I43.1,468.87,469.76,4.35,NA
I43.3,474.11,475.74,7.06,13
I43.2,482.8,484.09,0.11,NA
I43.2,484.2,485.4,0.37,20
I45,485.77,487.39,0.5,18
I44,487.89,488.79,2.12,16
I45,490.91,492.18,3.71,12
I43.1,495.89,496.8,2.07,NA
I45,500.5,502.63,7.04,NA
I44,509.67,510.54,0.27,NA
I43.2,510.81,511.89,16.88,16
I43.2,528.77,529.82,0.46,29
I46,530.28,530.66,7.34,24
I44,538,538.91,2.81,31
I43.1,541.72,542.8,1.34,39
I43.1,544.14,545.5,3.89,38
I44,549.39,550.11,11.04,15
I43.1,561.15,562.31,1.48,34
I43.2,563.79,565,4.26,30
I44,569.26,570.22,0.43,23
I45,570.65,572.5,2.57,22
I43.3,575.07,576.41,0.23,22
I46,576.64,577,-0.16,25
I43.1,576.84,577.87,-0.21,26
I45,577.66,578.5,-0.27,NA
I45,578.23,579.91,3.14,NA
I44,583.05,584,0.56,24
I45,584.56,586.41,2.23,24
I43.1,588.64,589.5,0.5,30
I43.1,590,591,0.5,31
I43.2,591.5,592.72,0.97,44
I45,593.69,595.78,-0.78,24
I44,595,596,0.5,28
I45,596.5,597.25,7.15,30
I46,604.4,604.79,0.91,35
I45,605.7,606.43,6.79,34
I45,613.22,614.05,10.38,32
I44,624.43,625.4,0.99,38
I45,626.39,627.5,-0.14,32
I43.2,627.36,628.25,0.3,32
I46,628.55,629,-0.06,34
I45,628.94,629.9,-0.4,NA
I45,629.5,630.21,8.89,10
I43.1,639.1,639.88,0.5,36
I43.2,640.38,641.34,2.78,35
I44,644.12,644.87,0.44,42
I45,645.31,646.11,2.28,40
I45,648.39,649.44,0.23,38
I43.3,649.67,650.86,0.49,44
I43.1,651.35,652.29,0.99,32
I43.1,653.28,654.08,0.16,28
I45,654.24,655.3,0.4,20
I43.1,655.7,656.5,4.59,15
I44,661.09,662,0.81,30
I45,662.81,663.5,2.5,16
I43.2,666,667,6.29,17
I45,673.29,674.94,0.81,51
I43.2,675.75,676.81,-0.31,35
I43.2,676.5,677.64,-0.25,31
I45,677.39,678.91,-0.79,NA
I45,678.12,679.6,14.4,20
I44,694,694.91,2.34,41
I43.1,697.25,698.38,0.62,33
I43.1,699,699.65,0.52,15
I45,700.17,701.8,-0.8,27
I43.2,709.59,710.59,0.59,18
I45,711.18,712.43,3.07,44
I43.1,715.5,716.33,1.4,39
I43.1,717.73,718.63,0.62,28
I46,719.25,719.62,0.58,31
I45,720.2,720.94,15.65,40
I43.2,736.59,737.5,2.74,38
I43.1,740.24,741.3,0.3,28
I46,741.6,742,0.56,27
I45,742.56,743.5,11.92,17
I43.2,755.42,756.32,0.43,19
I44,756.75,757.5,22.29,14
I43.2,779.79,780.75,0.6,12
I46,781.35,781.67,0.83,NA
I45,782.5,783.28,2.95,NA
I43.3,786.23,787.19,2.74,12
I44,789.93,790.74,1.59,NA
I45,792.33,793.55,105.84,NA
I43.3,899.39,900.5,4.92,19
I44,905.42,906.5,0.5,35
I45,907,908.8,10.27,25
I42.3,919.07,925.32,1.18,26
I43.3,926.5,927.87,0.37,33
I43.3,928.24,929.89,14.04,22
I45,943.93,945.26,27.62,30
I45,972.88,974.61,5.64,30
I43.2,980.25,982,1.15,NA
I43.2,983.15,984.38,0.55,NA
I45,984.93,987,21.62,15
I43.2,1008.62,1009.88,20.62,37
I44,1030.5,1031.59,0.99,29
I45,1032.58,1033.91,0.72,31
I46,1034.63,1035,45.65,NA
I44,1080.65,1081.71,0.66,34
I48.3,1082.37,1084.07,7.55,43
I43.3,1091.62,1093,0.34,47
I43.3,1093.34,1094.65,0.47,44
I43.3,1095.12,1096.63,1.59,44
I43.1,1098.22,1099.5,0.5,26
I45,1100,1101.91,-0.64,25
I45,1101.27,1103.08,4.55,16
I44,1107.63,1108.5,0.88,36
I45,1109.38,1110.36,0.29,30
I46,1110.65,1111.07,4.14,26
I43.1,1115.21,1116.33,7.77,28
I43.2,1124.1,1125.5,0.5,34
I43.1,1126,1127.12,0.26,40
I45,1127.38,1129.15,3.96,34
I43.1,1133.11,1134.08,8.42,25
I45,1142.5,1144.69,15.21,31
I43.2,1159.9,1161.16,0.64,22
I45,1161.8,1163.24,8.99,17
I43.1,1172.23,1173.41,0.59,26
I43.2,1174,1175.16,0.24,27
I46,1175.4,1175.84,0.16,20
I45,1176,1177.5,1.89,25
I43.2,1179.39,1180.61,21.39,40
I75,1202,1203.18,1.82,11
I75,1205,1205.9,0,17
I43.3,1205.9,1207.1,0.74,31
I43.3,1207.84,1209.38,1.45,39
I43.2,1210.83,1211.93,2.64,32
I43.1,1214.57,1215.61,0.5,13
I43.1,1216.11,1217.37,0,28
I43.2,1217.37,1218.21,-0.42,13
I45,1217.79,1219.34,-0.84,22
I43.1,1218.5,1219.74,0.76,22
I43.2,1220.5,1221.74,-0.11,31
I43.3,1221.63,1222.89,0.27,23
I43.3,1223.16,1224.63,6.8,23
I45,1231.43,1233.21,0.51,29
I43.2,1233.72,1235.27,0.31,19
I45,1235.58,1237.37,0,33
I43.3,1237.37,1238.57,0.43,27
I43.1,1239,1239.87,3.45,16
I43.2,1243.32,1244.45,3.47,38
I45,1247.92,1249.37,7.99,39
I43.3,1257.36,1258.61,61.53,40
I43.3,1320.14,1321.25,33.6,34
I43.2,1354.85,1355.84,0.73,24
I43.3,1356.57,1357.39,2.48,42
I43.3,1359.87,1361.12,31.48,10
I43.3,1392.6,1393.68,-0.36,NA
I43.2,1393.32,1394.87,5.26,NA
I45,1443.22,1445.08,0.49,34
I45,1445.57,1447,2.24,36
I43.2,1449.24,1450.41,-0.59,14
I43.3,1449.82,1451.07,10.21,22
I43.3,1461.28,1462.81,13.19,NA
I43.3,1476,1477.22,0.45,17
I43.3,1477.67,1478.91,23.53,11
I45,1502.44,1503.87,7.37,26
I45,1511.24,1512.59,1.59,NA
I45,1514.18,1515.31,3.54,NA
I43.3,1518.85,1520,0.5,NA
I43.3,1520.5,1521.81,2.19,NA
I45,1524,1525.17,13.74,38
I45,1538.91,1540.12,84.19,NA
I43.1,1624.31,1625.41,1.81,14
I45,1627.22,1628,0.69,NA
I45,1628.69,1629.9,8.45,NA
I44,1638.35,1639.32,18.26,20
I44,1657.58,1658.41,-0.49,45
I43.2,1657.92,1659.15,0.14,38
I45,1659.29,1660.16,0.51,38
I44,1660.67,1661.41,4.92,34
I45,1666.33,1668.33,1.57,32
I43.2,1669.9,1671,0.5,47
I43.1,1671.5,1672.5,5.81,56
I46,1678.31,1678.7,0.67,34
I45,1679.37,1680.09,13.14,31
I45,1693.23,1693.89,9.77,20
I43.1,1703.66,1704.59,2.04,12
I46,1706.63,1707,3.42,37
I44,1710.42,1711.24,0.76,30
I45,1712,1713,11.07,25
I43.2,1724.07,1724.94,6.89,11
I42.1,1731.83,1733.5,0.85,18
I42.1,1734.35,1735.64,0.91,12
I45,1736.55,1738.08,1.42,53
I43.2,1739.5,1740.64,0.41,32
I43.3,1741.05,1742.66,5.02,45
I43.1,1747.68,1748.5,0.21,12
I45,1748.71,1750.5,-1.1,33
I46,1749.4,1749.83,0.85,NA
I45,1750.68,1751.28,6.5,19
I45,1757.78,1759.12,0.65,12
I43.3,1759.77,1761,0.19,26
I43.3,1761.19,1762.43,2.07,26
I43.3,1764.5,1766,1,45
I45,1767,1768.94,1.33,28
I43.3,1770.27,1771.76,0.24,42
I43.3,1772,1773.4,8.88,30
I44,1782.28,1783.14,16.19,NA
I43.1,1799.33,1800.27,19.45,NA
I44,0.72,1.82,20.68,30
I43.3,22.5,23.71,0.51,NA
I43.3,24.22,25.44,0.35,16
I45,25.79,26.92,0.31,13
I43.2,27.23,28.31,5.39,18
I43.2,33.7,34.86,0.64,18
I45,35.5,36.85,6.71,23
I43.3,105.79,107.19,40.31,12
I43.2,147.5,148.5,3.82,33
I44,152.32,153.34,2.08,20
I45,155.42,156.94,1.63,NA
I44,158.57,159.26,3.67,NA
I43.2,162.93,164.07,2.58,11
I43.1,166.65,167.62,13.83,NA
I44,181.45,182.29,0.57,NA
I45,182.86,184.18,1.57,17
I43.3,185.75,186.83,2.09,35
I43.3,188.92,190,0.42,21
I46,190.42,190.74,29.19,NA
I45,219.93,221.29,20.71,10
I43.3,242,243.19,10.73,27
I44,253.92,254.89,0.11,30
I43.3,255,256.33,8.05,31
I46,264.38,264.82,1.32,36
I45,266.14,266.81,0.14,26
I45,266.95,268.3,0.93,33
I43.2,269.23,270.35,4.1,25
I44,274.45,275.25,1.16,37
I45,276.41,277.93,1.74,26
I43.2,279.67,280.74,14.76,21
I43.3,295.5,296.82,0.55,57
I43.1,297.37,297.95,-0.1,34
I43.1,297.85,298.5,-0.08,NA
I43.1,298.42,299.5,0,20
I43.2,299.5,300.42,-0.27,17
I45,300.15,301.94,15.16,39
I43.3,317.1,318.61,16.44,41
I45,335.05,336.5,0.25,30
I45,336.75,337.91,0.29,39
I45,338.2,339.28,0.83,32
I44,340.11,340.94,0.64,44
I45,341.58,342.5,3.44,39
I45,345.94,347.7,-1.04,47
I43.3,346.66,347.7,-0.45,23
I43.2,347.25,348.3,12.65,32
I43.3,360.95,362,1.35,36
I45,363.35,364.37,7.77,34
I45,372.14,373.67,0.83,28
I43.1,374.5,375.62,3.38,54
I43.3,379,380.21,16.29,30
I43.2,396.5,397.68,2.19,14
I43.1,399.87,400.92,0.58,26
I43.2,401.5,402.65,24.21,27
I44,426.86,427.75,0.57,36
I44,428.32,429.19,0.93,34
I45,430.12,432.22,17.28,20
I45,449.5,450.69,8.12,27
I43.3,471.25,472.5,3.69,36
I45,476.19,477.6,8.69,22
I43.3,486.29,487.35,22.54,10
I45,509.89,511,11.83,23
I43.3,522.83,524,129.5,37
I45,653.5,655.77,3.94,20
I43.3,659.71,660.79,8.04,18
I43.3,671.5,672.67,0.33,25
I43.3,673,674.13,25.3,18
I43.1,699.43,700.37,2.18,14
I43.3,702.55,703.74,-0.34,30
I43.1,703.4,704.55,0.45,27
I45,705,706.77,0.13,27
I45,706.9,708.37,2.26,31
I43.3,710.63,711.92,6.32,30
I44,718.24,719.2,0,35
I45,719.2,720.5,1.22,44
I44,721.72,722.73,0.27,40
I42.1,723,725,3.56,35
I45,728.56,730.16,4.05,27
I43.2,734.21,735.5,1.3,42
I43.2,736.8,738,0.59,38
I43.1,738.59,739.59,-0.23,39
I45,739.36,741,-0.5,23
I45,740.5,742,-0.5,NA
I45,741.5,742.81,5.42,27
I43.1,748.23,749.19,-0.29,19
I45,748.9,750.5,0.5,31
I43.1,751,752.11,-0.05,25
I43.1,752.06,753.18,0.14,38
I45,753.32,754.68,-0.59,29
I43.2,754.09,755.23,9.08,34
I45,764.31,765.9,3.1,34
I45,769,770.56,12.63,31
I45,783.19,784.9,0.1,45
I44,785,785.93,0.57,46
I42.2,786.5,788.84,7.61,38
I45,796.45,799.57,6.13,30
I45,805.7,807.5,-0.26,45
I47,807.24,809,5.83,33
I44,814.83,815.77,6.93,29
I43.3,822.7,824.06,0.73,45
I43.1,824.79,825.83,0.23,22
I43.1,826.06,827.26,1.92,25
I45,829.18,830.22,-1.04,27
I45,829.18,830.83,4.67,27
I43.1,835.5,836.63,0.81,35
I43.1,837.44,838.6,-0.69,18
I45,837.91,839.28,-0.39,28
I46,838.89,839.35,0.76,24
I44,840.11,841.5,0.13,33
I45,841.63,843.33,10.77,27
I43.2,854.1,855.21,8.35,33
I43.3,863.56,865.33,1.6,33
I43.3,866.93,868.5,-0.27,NA
I42.1,868.23,870.87,1.63,12
I43.1,872.5,873.3,3.46,NA
I47,876.76,878.07,1.36,10
I44,879.43,880.64,1.05,NA
I45,881.69,882.78,0.72,11
I43.3,883.5,884.55,7.58,NA
I44,892.13,892.94,0.49,19
I45,893.43,894.63,19.37,29
I43.3,914,915.22,0.5,21
I46,915.72,916.27,0.3,26
I45,916.57,917.86,4,27
I43.1,921.86,922.66,1.21,13
I43.1,923.87,924.75,18.39,14
I43.3,943.14,944.39,23.93,27
I43.2,968.32,969.45,0.65,15
I45,970.1,971.36,5.3,NA
I47,976.66,977.8,1.91,17
I45,979.71,980.84,4.74,25
I45,985.58,986.5,21.61,NA
I45,1008.11,1009.43,8.2,23
I45,1017.63,1019.27,5.23,38
I45,1024.5,1025.72,6.28,36
I44,1032,1033,-0.5,22
I43.1,1032.5,1033.43,0.87,23
I43.2,1034.3,1036.11,0.76,27
I45,1036.87,1038.74,7.44,22
I44,1046.18,1047.05,0.33,29
I45,1047.38,1049,5.75,25
I45,1054.75,1056.18,10.88,38
I45,1067.06,1068.55,28.14,24
I42.1,1096.69,1098.95,-1.26,NA
I43.3,1097.69,1098.95,1.16,22
I45,1100.11,1102.13,1.87,24
I43.3,1104,1105.5,0.86,43
I43.3,1106.36,1108,31.35,41
I45,1139.35,1141.06,1.76,18
I42.1,1142.82,1144.5,8.6,30
I43.3,1153.1,1155.6,21.05,35
I43.3,1176.65,1178,1.5,12
I46,1179.5,1179.8,6.2,28
I45,1186,1188.12,21.1,26
I43.2,1209.22,1210.3,0.2,NA
I43.3,1210.5,1211.75,23.25,17
I45,1235,1236.72,8.11,58
I43.1,1244.83,1246.05,0.56,31
I43.3,1246.61,1248.25,3.75,47
I43.1,1252,1253.67,1.33,24
I44,1255,1256,1.5,20
I45,1257.5,1259.1,19.59,32
I45,1287.74,1288.5,0.41,15
I44,1288.91,1289.79,4.65,17
I43.2,1294.44,1295.5,0.5,18
I45,1296,1297.22,25.78,15
I44,1323,1324.05,0.33,32
I45,1324.38,1325.59,9.07,40
I43.3,1334.66,1336.07,8.69,17
I43.3,1344.76,1346,0.39,30
I43.3,1346.39,1347.65,55.55,29
I43.3,1403.2,1404.43,0.26,39
I45,1404.69,1405.95,13.73,30
I43.1,1419.68,1420.76,1.24,40
I43.2,1422,1423.14,0.36,32
I43.3,1423.5,1424.76,-0.26,48
I45,1424.5,1425.18,1.6,27
I45,1426.78,1427.75,10.65,29
I45,1438.4,1439.56,7.44,39
I44,1447,1448,0.23,35
I45,1448.23,1449.43,14.75,30
I45,1464.18,1465.7,1.96,34
I45,1467.66,1468.36,1.89,22
I45,1470.25,1471.36,3.46,18
I45,1474.82,1476.17,4.13,35
I45,1480.3,1481.93,1.69,31
I44,1483.62,1484.43,0.91,28
I45,1485.34,1486.22,3.11,23
I45,1489.33,1490.84,9.36,38
I45,1500.2,1500.81,1.03,38
I46,1501.84,1502.24,0.81,47
I45,1503.05,1503.75,2.96,32
I45,1506.71,1508.55,8.53,51
I43.3,1517.08,1518.5,16.14,36
I45,1534.64,1536.17,18.15,27
I43.3,1554.32,1555.64,8.68,30
I45,1564.32,1565.65,54.97,21
I43.3,1620.62,1621.87,3.27,28
I45,1625.14,1627,42.34,22
I43.3,1669.34,1670.5,0.33,30
I46,1670.83,1671.13,35.37,30
I43.1,1706.5,1707.43,3.07,23
I43.1,1710.5,1711.64,0.47,29
I45,1712.11,1713.7,0.43,24
I43.3,1714.13,1715.56,2.84,25
I45,1718.4,1720.06,12.94,29
I43.3,1733,1734.07,-0.19,34
I45,1733.88,1735.56,7.17,33
I45,1742.73,1744.05,5.45,36
I43.3,1749.5,1750.75,17.42,37
I45,1768.17,1769.63,2.61,32
I43.3,1772.24,1773.81,0.29,35
I43.3,1774.1,1775.5,-0.68,25
I43.3,1774.82,1776.27,2,26
I43.3,1778.27,1779.8,0.63,33
I44,1780.43,1781.57,-0.57,17
I45,1781,1782.61,-0.3,NA
I45,1782.31,1784.22,1.64,18
I45,1785.86,1787.85,-0.6,29
I43.3,1787.25,1788.5,5.26,25
I45,1793.76,1795.22,8.78,18
I43.3,1804,1805.28,0.22,31
I43.3,1805.5,1806.7,12.61,32
I44,1819.31,1820.15,5.77,20
I45,1825.92,1827.88,4.7,18
I45,1832.58,1834,27.87,21
I45,1861.87,1863.27,11.9,31
I43.1,1.17,2,2.95,18
I43.2,4.95,6,2.58,29
I45,8.58,10.65,8.19,32
I43.2,18.84,20,0.81,18
I45,20.81,21.93,1.07,25
I46,23,23.5,0.73,28
I45,24.23,24.89,2.84,16
I43.2,27.73,28.85,6.03,19
I43.2,34.88,36,0.59,20
I45,36.59,37.93,8.07,24
I43.1,46,47,3.11,28
I45,50.11,51,0.41,20
I46,51.41,51.84,-0.16,24
I43.3,51.68,53,4.87,23
I44,57.87,58.56,0.61,17
I45,59.17,60.42,1.49,13
I43.2,61.91,63,4.66,21
I43.3,67.66,68.9,-0.32,12
I43.3,68.58,70.35,0.38,34
I43.1,70.73,71.8,0.55,28
I45,72.35,73.84,2.59,23
I45,76.43,77.25,0.69,23
I44,77.94,78.73,6.06,26
I43.2,84.79,85.89,0.16,29
I43.3,86.05,87.77,8.88,29
I43.3,96.65,97.87,0.41,21
I45,98.28,99.34,13.36,12
I43.2,112.7,113.71,5.53,15
I43.1,119.24,120.16,1.01,NA
I43.3,121.17,122.13,12.87,16
I43.3,135,136,42.65,13
I43.2,178.65,179.77,1.39,NA
I45,181.16,183.5,1.85,23
I43.2,185.35,186.4,0.53,25
I45,186.93,188.38,2.45,23
I43.3,190.83,192.19,0.72,31
I45,192.91,194.28,25.72,24
I43.3,220,221.14,30.29,19
I44,251.43,252.3,11.9,12
I45,264.2,264.8,1.2,14
I43.3,266,267.15,1.42,21
I43.2,268.57,269.66,1.19,24
I44,270.85,271.69,1.16,27
I45,272.85,273.58,8.59,26
I45,282.17,283.14,9.68,18
I43.2,292.82,293.71,0.91,24
I45,294.62,295.35,6.28,10
